"docket_number","filing_year","total_amici","petition_granted"
"22-6211",2022,0,0
"22-6212",2022,0,0
"22-6213",2022,0,0
"22-6214",2022,0,0
"22-6215",2022,0,0
"22-6216",2022,0,0
"22-6217",2022,0,0
"22-6218",2022,0,0
"22-6219",2022,0,0
"22-622",2022,0,0
"22-6220",2022,0,0
"22-6221",2022,0,0
"22-6222",2022,0,0
"22-6223",2022,0,0
"22-6224",2022,0,0
"22-6225",2022,0,0
"22-6226",2022,0,0
"22-6227",2022,0,0
"22-6228",2022,0,0
"22-6229",2022,0,0
"22-623",2022,0,0
"22-6230",2022,0,0
"22-6231",2022,0,0
"22-6232",2022,0,0
"22-6233",2022,0,0
"22-6234",2022,0,0
"22-6235",2022,0,0
"22-6236",2022,0,0
"22-6237",2022,0,0
"22-6238",2022,0,0
"22-6239",2022,0,0
"22-624",2022,0,0
"22-6240",2022,0,0
"22-6241",2022,0,0
"22-6242",2022,0,0
"22-6243",2022,0,0
"22-6244",2022,0,0
"22-6245",2022,0,0
"22-6246",2022,0,0
"22-6247",2022,0,0
"22-6248",2022,0,0
"22-6249",2022,0,0
"22-625",2022,0,0
"22-6250",2022,0,0
"22-6251",2022,0,0
"22-6252",2022,0,0
"22-6253",2022,0,0
"22-6254",2022,0,0
"22-6255",2022,0,0
"22-6256",2022,0,0
"22-6257",2022,0,0
"22-6258",2022,0,0
"22-6259",2022,0,0
"22-626",2022,0,0
"22-6260",2022,0,0
"22-6261",2022,0,0
"22-6262",2022,0,0
"22-6263",2022,0,0
"22-6264",2022,0,0
"22-6265",2022,0,0
"22-6266",2022,0,0
"22-6267",2022,0,0
"22-6268",2022,0,0
"22-6269",2022,0,0
"22-627",2022,0,0
"22-6270",2022,0,0
"22-6271",2022,0,0
"22-6272",2022,0,0
"22-6273",2022,0,0
"22-6274",2022,0,0
"22-6275",2022,0,0
"22-6276",2022,0,0
"22-6277",2022,0,0
"22-6278",2022,0,0
"22-6279",2022,0,0
"22-628",2022,1,0
"22-6280",2022,0,0
"22-6281",2022,0,0
"22-6282",2022,0,0
"22-6283",2022,0,0
"22-6284",2022,0,0
"22-6285",2022,0,0
"22-6286",2022,0,0
"22-6287",2022,0,0
"22-6288",2022,0,0
"22-6289",2022,0,0
"22-629",2022,0,0
"22-6290",2022,0,0
"22-6291",2022,0,0
"22-6292",2022,0,0
"22-6293",2022,0,0
"22-6294",2022,0,0
"22-6295",2022,0,0
"22-6296",2022,0,0
"22-6297",2022,0,0
"22-6298",2022,0,0
"22-6299",2022,0,0
"22-63",2022,0,0
"22-630",2022,0,0
"22-6300",2022,0,0
"22-6301",2022,0,0
"22-6302",2022,0,0
"22-6303",2022,0,0
"22-6304",2022,0,0
"22-6305",2022,0,0
"22-6306",2022,0,0
"22-6307",2022,0,0
"22-6308",2022,0,0
"22-6309",2022,0,0
"22-631",2022,1,0
"22-6310",2022,0,0
"22-6311",2022,0,0
"22-6312",2022,0,0
"22-6313",2022,0,0
"22-6314",2022,0,0
"22-6315",2022,0,0
"22-6316",2022,0,0
"22-6317",2022,0,0
"22-6318",2022,0,0
"22-6319",2022,0,0
"22-632",2022,0,0
"22-6320",2022,0,0
"22-6321",2022,0,0
"22-6322",2022,0,0
"22-6323",2022,0,0
"22-6324",2022,0,0
"22-6325",2022,0,0
"22-6326",2022,0,0
"22-6327",2022,0,0
"22-6328",2022,0,0
"22-6329",2022,0,0
"22-633",2022,0,0
"22-6330",2022,0,0
"22-6331",2022,0,0
"22-6332",2022,0,0
"22-6333",2022,0,0
"22-6334",2022,0,0
"22-6335",2022,0,0
"22-6336",2022,0,0
"22-6337",2022,0,0
"22-6338",2022,0,0
"22-6339",2022,0,0
"22-634",2022,0,0
"22-6340",2022,0,0
"22-6341",2022,0,0
"22-6342",2022,0,0
"22-6343",2022,0,0
"22-6344",2022,0,0
"22-6345",2022,0,0
"22-6346",2022,0,0
"22-6347",2022,0,0
"22-6348",2022,0,0
"22-6349",2022,0,0
"22-635",2022,0,0
"22-6350",2022,1,0
"22-6351",2022,0,0
"22-6352",2022,0,0
"22-6353",2022,0,0
"22-6354",2022,0,0
"22-6355",2022,0,0
"22-6356",2022,0,0
"22-6357",2022,0,0
"22-6358",2022,0,0
"22-6359",2022,0,0
"22-636",2022,2,0
"22-6360",2022,0,0
"22-6361",2022,0,0
"22-6362",2022,0,0
"22-6363",2022,0,0
"22-6364",2022,0,0
"22-6365",2022,0,0
"22-6366",2022,0,0
"22-6367",2022,0,0
"22-6368",2022,0,0
"22-6369",2022,0,0
"22-637",2022,0,0
"22-6370",2022,0,0
"22-6371",2022,0,0
"22-6372",2022,0,0
"22-6373",2022,0,0
"22-6374",2022,0,0
"22-6375",2022,0,0
"22-6376",2022,0,0
"22-6377",2022,0,0
"22-6378",2022,0,0
"22-6379",2022,0,0
"22-638",2022,0,0
"22-6380",2022,0,0
"22-6381",2022,0,0
"22-6382",2022,0,0
"22-6383",2022,0,0
"22-6384",2022,0,0
"22-6385",2022,0,0
"22-6386",2022,0,0
"22-6387",2022,0,0
"22-6388",2022,0,0
"22-6389",2022,4,0
"22-639",2022,3,0
"22-6390",2022,0,0
"22-6391",2022,1,0
"22-6392",2022,0,0
"22-6393",2022,0,0
"22-6394",2022,0,0
"22-6395",2022,0,0
"22-6396",2022,0,0
"22-6397",2022,0,0
"22-6398",2022,0,0
"22-6399",2022,0,0
"22-64",2022,0,0
"22-640",2022,0,0
"22-6400",2022,0,0
"22-6401",2022,0,0
"22-6402",2022,0,0
"22-6403",2022,0,0
"22-6404",2022,0,0
"22-6405",2022,0,0
"22-6406",2022,0,0
"22-6407",2022,0,0
"22-6408",2022,0,0
"22-6409",2022,0,0
"22-641",2022,1,0
"22-6410",2022,0,0
"22-6411",2022,0,0
"22-6412",2022,0,0
"22-6413",2022,0,0
"22-6414",2022,0,0
"22-6415",2022,0,0
"22-6416",2022,0,0
"22-6417",2022,0,0
"22-6418",2022,0,0
"22-6419",2022,0,0
"22-642",2022,0,0
"22-6420",2022,0,0
"22-6421",2022,0,0
"22-6422",2022,0,0
"22-6423",2022,0,0
"22-6424",2022,0,0
"22-6425",2022,0,0
"22-6426",2022,0,0
"22-6427",2022,0,0
"22-6428",2022,0,0
"22-6429",2022,0,0
"22-643",2022,0,0
"22-6430",2022,0,0
"22-6431",2022,0,0
"22-6432",2022,0,0
"22-6433",2022,0,0
"22-6434",2022,0,0
"22-6435",2022,0,0
"22-6436",2022,0,0
"22-6437",2022,0,0
"22-6438",2022,0,0
"22-6439",2022,0,0
"22-644",2022,1,0
"22-6440",2022,0,0
"22-6441",2022,0,0
"22-6442",2022,0,0
"22-6443",2022,0,0
"22-6444",2022,0,0
"22-6445",2022,0,0
"22-6446",2022,0,0
"22-6447",2022,0,0
"22-6448",2022,0,0
"22-6449",2022,0,0
"22-645",2022,0,0
"22-6450",2022,0,0
"22-6451",2022,0,0
"22-6452",2022,0,0
"22-6453",2022,0,0
"22-6454",2022,0,0
"22-6455",2022,0,0
"22-6456",2022,0,0
"22-6457",2022,0,0
"22-6458",2022,0,0
"22-6459",2022,0,0
"22-646",2022,0,0
"22-6460",2022,0,0
"22-6461",2022,0,0
"22-6462",2022,0,0
"22-6463",2022,0,0
"22-6464",2022,0,0
"22-6465",2022,0,0
"22-6466",2022,0,0
"22-6467",2022,0,0
"22-6468",2022,0,0
"22-6469",2022,0,0
"22-647",2022,0,0
"22-6470",2022,0,0
"22-6471",2022,0,0
"22-6472",2022,0,0
"22-6473",2022,0,0
"22-6474",2022,0,0
"22-6475",2022,0,0
"22-6476",2022,0,0
"22-6477",2022,0,0
"22-6478",2022,0,0
"22-6479",2022,0,0
"22-648",2022,0,0
"22-6480",2022,0,0
"22-6481",2022,0,0
"22-6482",2022,0,0
"22-6483",2022,0,0
"22-6484",2022,0,0
"22-6485",2022,0,0
"22-6486",2022,0,0
"22-6487",2022,0,0
"22-6488",2022,0,0
"22-6489",2022,0,0
"22-649",2022,0,0
"22-6490",2022,0,0
"22-6491",2022,0,0
"22-6492",2022,0,0
"22-6493",2022,0,0
"22-6494",2022,0,0
"22-6495",2022,0,0
"22-6496",2022,0,0
"22-6497",2022,0,0
"22-6498",2022,0,0
"22-6499",2022,0,0
"22-65",2022,0,0
"22-650",2022,0,0
"22-6500",2022,2,0
"22-6501",2022,0,0
"22-6502",2022,0,0
"22-6503",2022,0,0
"22-6504",2022,0,0
"22-6505",2022,0,0
"22-6506",2022,0,0
"22-6507",2022,0,0
"22-6508",2022,0,0
"22-6509",2022,0,0
"22-651",2022,0,0
"22-6510",2022,0,0
"22-6511",2022,0,0
"22-6512",2022,0,0
"22-6513",2022,0,0
"22-6514",2022,0,0
"22-6515",2022,0,0
"22-6516",2022,0,0
"22-6517",2022,0,0
"22-6518",2022,0,0
"22-6519",2022,0,0
"22-652",2022,0,0
"22-6520",2022,0,0
"22-6521",2022,0,0
"22-6522",2022,0,0
"22-6523",2022,0,0
"22-6524",2022,0,0
"22-6525",2022,0,0
"22-6526",2022,0,0
"22-6527",2022,0,0
"22-6528",2022,0,0
"22-6529",2022,0,0
"22-653",2022,0,0
"22-6530",2022,0,0
"22-6531",2022,0,0
"22-6532",2022,0,0
"22-6533",2022,0,0
"22-6534",2022,0,0
"22-6535",2022,0,0
"22-6536",2022,0,0
"22-6537",2022,0,0
"22-6538",2022,0,0
"22-6539",2022,0,0
"22-654",2022,0,0
"22-6540",2022,0,0
"22-6541",2022,0,0
"22-6542",2022,0,0
"22-6543",2022,0,0
"22-6544",2022,0,0
"22-6545",2022,0,0
"22-6546",2022,0,0
"22-6547",2022,0,0
"22-6548",2022,0,0
"22-6549",2022,0,0
"22-655",2022,0,0
"22-6550",2022,0,0
"22-6551",2022,0,0
"22-6552",2022,0,0
"22-6553",2022,0,0
"22-6554",2022,0,0
"22-6555",2022,0,0
"22-6556",2022,0,0
"22-6557",2022,0,0
"22-6558",2022,0,0
"22-6559",2022,0,0
"22-656",2022,0,0
"22-6560",2022,0,0
"22-6561",2022,0,0
"22-6562",2022,0,0
"22-6563",2022,0,0
"22-6564",2022,0,0
"22-6565",2022,0,0
"22-6566",2022,0,0
"22-6567",2022,0,0
"22-6568",2022,0,0
"22-6569",2022,0,0
"22-657",2022,0,0
"22-6570",2022,0,0
"22-6571",2022,0,0
"22-6572",2022,0,0
"22-6573",2022,0,0
"22-6574",2022,0,0
"22-6575",2022,0,0
"22-6576",2022,0,0
"22-6577",2022,0,0
"22-6578",2022,0,0
"22-6579",2022,0,0
"22-658",2022,0,0
"22-6580",2022,0,0
"22-6581",2022,0,0
"22-6582",2022,0,0
"22-6583",2022,0,0
"22-6584",2022,0,0
"22-6585",2022,0,0
"22-6586",2022,0,0
"22-6587",2022,0,0
"22-6588",2022,0,0
"22-6589",2022,0,0
"22-659",2022,0,0
"22-6590",2022,0,0
"22-6591",2022,0,0
"22-6592",2022,0,0
"22-6593",2022,0,0
"22-6594",2022,0,0
"22-6595",2022,0,0
"22-6596",2022,0,0
"22-6597",2022,0,0
"22-6598",2022,0,0
"22-6599",2022,0,0
"22-66",2022,0,0
"22-660",2022,14,1
"22-6600",2022,0,0
"22-6601",2022,0,0
"22-6602",2022,0,0
"22-6603",2022,0,0
"22-6604",2022,0,0
"22-6605",2022,0,0
"22-6606",2022,0,0
"22-6607",2022,0,0
"22-6608",2022,0,0
"22-6609",2022,0,0
"22-661",2022,0,0
"22-6610",2022,0,0
"22-6611",2022,0,0
"22-6612",2022,0,0
"22-6613",2022,0,0
"22-6614",2022,0,0
"22-6615",2022,0,0
"22-6616",2022,0,0
"22-6617",2022,0,0
"22-6618",2022,0,0
"22-6619",2022,0,0
"22-662",2022,0,0
"22-6620",2022,0,0
"22-6621",2022,0,0
"22-6622",2022,0,0
"22-6623",2022,0,0
"22-6624",2022,0,0
"22-6625",2022,0,0
"22-6626",2022,0,0
"22-6627",2022,0,0
"22-6628",2022,0,0
"22-6629",2022,0,0
"22-663",2022,1,0
"22-6630",2022,0,0
"22-6631",2022,0,0
"22-6632",2022,0,0
"22-6633",2022,0,0
"22-6634",2022,0,0
"22-6635",2022,0,0
"22-6636",2022,0,0
"22-6637",2022,0,0
"22-6638",2022,0,0
"22-6639",2022,0,0
"22-664",2022,0,0
"22-6640",2022,1,0
"22-6641",2022,0,0
"22-6642",2022,0,0
"22-6643",2022,0,0
"22-6644",2022,0,0
"22-6645",2022,0,0
"22-6646",2022,0,0
"22-6647",2022,0,0
"22-6648",2022,0,0
"22-6649",2022,0,0
"22-665",2022,3,0
"22-6650",2022,0,0
"22-6651",2022,0,0
"22-6652",2022,0,0
"22-6653",2022,0,0
"22-6654",2022,0,0
"22-6655",2022,1,0
"22-6656",2022,0,0
"22-6657",2022,0,0
"22-6658",2022,0,0
"22-6659",2022,0,0
"22-666",2022,3,1
"22-6660",2022,0,0
"22-6661",2022,0,0
"22-6662",2022,0,0
"22-6663",2022,0,0
"22-6664",2022,0,0
"22-6665",2022,0,0
"22-6666",2022,0,0
"22-6667",2022,0,0
"22-6668",2022,0,0
"22-6669",2022,0,0
"22-667",2022,0,0
"22-6670",2022,0,0
"22-6671",2022,0,0
"22-6672",2022,0,0
"22-6673",2022,0,0
"22-6674",2022,0,0
"22-6675",2022,0,0
"22-6676",2022,0,0
"22-6677",2022,0,0
"22-6678",2022,0,0
"22-6679",2022,0,0
"22-668",2022,0,0
"22-6680",2022,0,0
"22-6681",2022,0,0
"22-6682",2022,0,0
"22-6683",2022,0,0
"22-6684",2022,0,0
"22-6685",2022,0,0
"22-6686",2022,0,0
"22-6687",2022,0,0
"22-6688",2022,0,0
"22-6689",2022,0,0
"22-669",2022,1,0
"22-6690",2022,0,0
"22-6691",2022,0,0
"22-6692",2022,0,0
"22-6693",2022,0,0
"22-6694",2022,0,0
"22-6695",2022,0,0
"22-6696",2022,0,0
"22-6697",2022,0,0
"22-6698",2022,0,0
"22-6699",2022,0,0
"22-67",2022,0,0
"22-670",2022,0,0
"22-6700",2022,0,0
"22-6701",2022,0,0
"22-6702",2022,0,0
"22-6703",2022,0,0
"22-6704",2022,0,0
"22-6705",2022,0,0
"22-6706",2022,0,0
"22-6707",2022,0,0
"22-6708",2022,0,0
"22-6709",2022,0,0
"22-671",2022,3,0
"22-6710",2022,0,0
"22-6711",2022,0,0
"22-6712",2022,0,0
"22-6713",2022,0,0
"22-6714",2022,0,0
"22-6715",2022,0,0
"22-6716",2022,0,0
"22-6717",2022,0,0
"22-6718",2022,0,0
"22-6719",2022,0,0
"22-672",2022,1,0
"22-6720",2022,0,0
"22-6721",2022,0,0
"22-6722",2022,0,0
"22-6723",2022,0,0
"22-6724",2022,0,0
"22-6725",2022,0,0
"22-6726",2022,0,0
"22-6727",2022,0,0
"22-6728",2022,0,0
"22-6729",2022,0,0
"22-673",2022,0,0
"22-6730",2022,0,0
"22-6731",2022,0,0
"22-6732",2022,0,0
"22-6733",2022,0,0
"22-6734",2022,0,0
"22-6735",2022,0,0
"22-6736",2022,0,0
"22-6737",2022,0,0
"22-6738",2022,0,0
"22-6739",2022,0,0
"22-674",2022,5,0
"22-6740",2022,0,0
"22-6741",2022,0,1
"22-6742",2022,0,0
"22-6743",2022,0,0
"22-6744",2022,0,0
"22-6745",2022,0,0
"22-6746",2022,0,0
"22-6747",2022,0,0
"22-6748",2022,0,0
"22-6749",2022,0,0
"22-675",2022,0,0
"22-6750",2022,0,0
"22-6751",2022,0,0
"22-6752",2022,0,0
"22-6753",2022,0,0
"22-6754",2022,0,0
"22-6755",2022,0,0
"22-6756",2022,0,0
"22-6757",2022,0,0
"22-6758",2022,0,0
"22-6759",2022,0,0
"22-676",2022,0,0
"22-6760",2022,0,0
"22-6761",2022,0,0
"22-6762",2022,0,0
"22-6763",2022,0,0
"22-6764",2022,0,0
"22-6765",2022,0,0
"22-6766",2022,0,0
"22-6767",2022,0,0
"22-6768",2022,0,0
"22-6769",2022,0,0
"22-677",2022,0,0
"22-6770",2022,0,0
"22-6771",2022,0,0
"22-6772",2022,0,0
"22-6773",2022,0,0
"22-6774",2022,0,0
"22-6775",2022,0,0
"22-6776",2022,0,0
"22-6777",2022,0,0
"22-6778",2022,0,0
"22-6779",2022,0,0
"22-678",2022,0,0
"22-6780",2022,0,0
"22-6781",2022,0,0
"22-6782",2022,0,0
"22-6783",2022,0,0
"22-6784",2022,0,0
"22-6785",2022,0,0
"22-6786",2022,0,0
"22-6787",2022,0,0
"22-6788",2022,0,0
"22-6789",2022,0,0
"22-679",2022,0,0
"22-6790",2022,0,0
"22-6791",2022,0,0
"22-6792",2022,0,0
"22-6793",2022,0,0
"22-6794",2022,0,0
"22-6795",2022,0,0
"22-6796",2022,0,0
"22-6797",2022,0,0
"22-6798",2022,1,0
"22-6799",2022,0,0
"22-68",2022,0,0
"22-680",2022,0,0
"22-6800",2022,0,0
"22-6801",2022,0,0
"22-6802",2022,0,0
"22-6803",2022,0,0
"22-6804",2022,0,0
"22-6805",2022,0,0
"22-6806",2022,0,0
"22-6807",2022,0,0
"22-6808",2022,0,0
"22-6809",2022,0,0
"22-681",2022,0,0
"22-6810",2022,0,0
"22-6811",2022,0,0
"22-6812",2022,0,0
"22-6813",2022,0,0
"22-6814",2022,0,0
"22-6815",2022,0,0
"22-6816",2022,0,0
"22-6817",2022,0,0
"22-6818",2022,0,0
"22-6819",2022,1,0
"22-682",2022,0,0
"22-6820",2022,0,0
"22-6821",2022,0,0
"22-6822",2022,0,0
"22-6823",2022,0,0
"22-6824",2022,0,0
"22-6825",2022,0,0
"22-6826",2022,0,0
"22-6827",2022,0,0
"22-6828",2022,0,0
"22-6829",2022,0,0
"22-683",2022,0,0
"22-6830",2022,0,0
"22-6831",2022,0,0
"22-6832",2022,0,0
"22-6833",2022,0,0
"22-6834",2022,0,0
"22-6835",2022,0,0
"22-6836",2022,0,0
"22-6837",2022,0,0
"22-6838",2022,0,0
"22-6839",2022,0,0
"22-684",2022,0,0
"22-6840",2022,0,0
"22-6841",2022,0,0
"22-6842",2022,0,0
"22-6843",2022,0,0
"22-6844",2022,0,0
"22-6845",2022,0,0
"22-6846",2022,0,0
"22-6847",2022,0,0
"22-6848",2022,0,0
"22-6849",2022,0,0
"22-685",2022,0,0
"22-6850",2022,0,0
"22-6851",2022,0,0
"22-6852",2022,0,0
"22-6853",2022,0,0
"22-6854",2022,0,0
"22-6855",2022,0,0
"22-6856",2022,0,0
"22-6857",2022,0,0
"22-6858",2022,0,0
"22-6859",2022,0,0
"22-686",2022,4,0
"22-6860",2022,0,0
"22-6861",2022,0,0
"22-6862",2022,0,0
"22-6863",2022,0,0
"22-6864",2022,0,0
"22-6865",2022,0,0
"22-6866",2022,0,0
"22-6867",2022,0,0
"22-6868",2022,0,0
"22-6869",2022,0,0
"22-687",2022,0,0
"22-6870",2022,0,0
"22-6871",2022,0,0
"22-6872",2022,0,0
"22-6873",2022,0,0
"22-6874",2022,0,0
"22-6875",2022,0,0
"22-6876",2022,0,0
"22-6877",2022,0,0
"22-6878",2022,0,0
"22-6879",2022,0,0
"22-688",2022,0,0
"22-6880",2022,0,0
"22-6881",2022,0,0
"22-6882",2022,0,0
"22-6883",2022,0,0
"22-6884",2022,0,0
"22-6885",2022,0,0
"22-6886",2022,0,0
"22-6887",2022,0,0
"22-6888",2022,0,0
"22-6889",2022,0,0
"22-689",2022,0,0
"22-6890",2022,0,0
"22-6891",2022,0,0
"22-6892",2022,0,0
"22-6893",2022,0,0
"22-6894",2022,0,0
"22-6895",2022,1,0
"22-6896",2022,0,0
"22-6897",2022,0,0
"22-6898",2022,0,0
"22-6899",2022,0,0
"22-69",2022,0,0
"22-690",2022,0,0
"22-6900",2022,0,0
"22-6901",2022,0,0
"22-6902",2022,0,0
"22-6903",2022,0,0
"22-6904",2022,0,0
"22-6905",2022,0,0
"22-6906",2022,0,0
"22-6907",2022,0,0
"22-6908",2022,0,0
"22-6909",2022,0,0
"22-691",2022,0,0
"22-6910",2022,0,0
"22-6911",2022,0,0
"22-6912",2022,0,0
"22-6913",2022,0,0
"22-6914",2022,0,0
"22-6915",2022,0,0
"22-6916",2022,0,0
"22-6917",2022,0,0
"22-6918",2022,0,0
"22-6919",2022,0,0
"22-692",2022,0,0
"22-6920",2022,0,0
"22-6921",2022,0,0
"22-6922",2022,0,0
"22-6923",2022,0,0
"22-6924",2022,0,0
"22-6925",2022,0,0
"22-6926",2022,0,0
"22-6927",2022,0,0
"22-6928",2022,0,0
"22-6929",2022,0,0
"22-693",2022,2,0
"22-6930",2022,0,0
"22-6931",2022,0,0
"22-6932",2022,0,0
"22-6933",2022,0,0
"22-6934",2022,0,0
"22-6935",2022,0,0
"22-6936",2022,0,0
"22-6937",2022,0,0
"22-6938",2022,0,0
"22-6939",2022,0,0
"22-694",2022,0,0
"22-6940",2022,0,0
"22-6941",2022,0,0
"22-6942",2022,0,0
"22-6943",2022,0,0
"22-6944",2022,0,0
"22-6945",2022,0,0
"22-6946",2022,0,0
"22-6947",2022,0,0
"22-6948",2022,0,0
"22-6949",2022,0,0
"22-695",2022,0,0
"22-6950",2022,0,0
"22-6951",2022,0,0
"22-6952",2022,0,0
"22-6953",2022,0,0
"22-6954",2022,0,0
"22-6955",2022,0,0
"22-6956",2022,0,0
"22-6957",2022,0,0
"22-6958",2022,0,0
"22-6959",2022,0,0
"22-696",2022,0,0
"22-6960",2022,0,0
"22-6961",2022,0,0
"22-6962",2022,0,0
"22-6963",2022,0,0
"22-6964",2022,0,0
"22-6965",2022,0,0
"22-6966",2022,0,0
"22-6967",2022,0,0
"22-6968",2022,0,0
"22-6969",2022,0,0
"22-697",2022,0,0
"22-6970",2022,0,0
"22-6971",2022,0,0
"22-6972",2022,0,0
"22-6973",2022,0,0
"22-6974",2022,0,0
"22-6975",2022,0,0
"22-6976",2022,0,0
"22-6977",2022,0,0
"22-6978",2022,0,0
"22-6979",2022,0,0
"22-698",2022,1,0
"22-6980",2022,0,0
"22-6981",2022,0,0
"22-6982",2022,0,0
"22-6983",2022,0,0
"22-6984",2022,0,0
"22-6985",2022,0,0
"22-6986",2022,0,0
"22-6987",2022,0,0
"22-6988",2022,0,0
"22-6989",2022,0,0
"22-699",2022,0,0
"22-6990",2022,0,0
"22-6991",2022,0,0
"22-6992",2022,0,0
"22-6993",2022,0,0
"22-6994",2022,0,0
"22-6995",2022,0,0
"22-6996",2022,0,0
"22-6997",2022,0,0
"22-6998",2022,0,0
"22-6999",2022,0,0
"22-7",2022,0,0
"22-70",2022,0,0
"22-700",2022,0,0
"22-7000",2022,0,0
"22-7001",2022,0,0
"22-7002",2022,0,0
"22-7003",2022,0,0
"22-7004",2022,0,0
"22-7005",2022,0,0
"22-7006",2022,0,0
"22-7007",2022,0,0
"22-7008",2022,0,0
"22-7009",2022,0,0
"22-701",2022,0,0
"22-7010",2022,0,0
"22-7011",2022,0,0
"22-7012",2022,0,0
"22-7013",2022,0,0
"22-7014",2022,0,0
"22-7015",2022,0,0
"22-7016",2022,0,0
"22-7017",2022,0,0
"22-7018",2022,0,0
"22-7019",2022,0,0
"22-702",2022,0,0
"22-7020",2022,0,0
"22-7021",2022,0,0
"22-7022",2022,0,0
"22-7023",2022,0,0
"22-7024",2022,0,0
"22-7025",2022,0,0
"22-7026",2022,0,0
"22-7027",2022,0,0
"22-7028",2022,0,0
"22-7029",2022,0,0
"22-703",2022,2,0
"22-7030",2022,0,0
"22-7031",2022,0,0
"22-7032",2022,0,0
"22-7033",2022,0,0
"22-7034",2022,0,0
"22-7035",2022,0,0
"22-7036",2022,0,0
"22-7037",2022,0,0
"22-7038",2022,0,0
"22-7039",2022,0,0
"22-704",2022,8,1
"22-7040",2022,0,0
"22-7041",2022,0,0
"22-7042",2022,0,0
"22-7043",2022,0,0
"22-7044",2022,0,0
"22-7045",2022,0,0
"22-7046",2022,0,0
"22-7047",2022,0,0
"22-7048",2022,0,0
"22-7049",2022,0,0
"22-705",2022,0,0
"22-7050",2022,0,0
"22-7051",2022,0,0
"22-7052",2022,0,0
"22-7053",2022,0,0
"22-7054",2022,0,0
"22-7055",2022,0,0
"22-7056",2022,0,0
"22-7057",2022,0,0
"22-7058",2022,0,0
"22-7059",2022,0,0
"22-706",2022,0,0
"22-7060",2022,0,0
"22-7061",2022,0,0
"22-7062",2022,0,0
"22-7063",2022,0,0
"22-7064",2022,0,0
"22-7065",2022,0,0
"22-7066",2022,0,0
"22-7067",2022,0,0
"22-7068",2022,0,0
"22-7069",2022,0,0
"22-707",2022,0,0
"22-7070",2022,0,0
"22-7071",2022,0,0
"22-7072",2022,0,0
"22-7073",2022,0,0
"22-7074",2022,0,0
"22-7075",2022,0,0
"22-7076",2022,0,0
"22-7077",2022,0,0
"22-7078",2022,0,0
"22-7079",2022,0,0
"22-708",2022,0,0
"22-7080",2022,0,0
"22-7081",2022,0,0
"22-7082",2022,0,0
"22-7083",2022,0,0
"22-7084",2022,0,0
"22-7085",2022,0,0
"22-7086",2022,0,0
"22-7087",2022,0,0
"22-7088",2022,0,0
"22-7089",2022,0,0
"22-709",2022,0,0
"22-7090",2022,0,0
"22-7091",2022,0,0
"22-7092",2022,0,0
"22-7093",2022,0,0
"22-7094",2022,0,0
"22-7095",2022,0,0
"22-7096",2022,0,0
"22-7097",2022,0,0
"22-7098",2022,0,0
"22-7099",2022,0,0
"22-71",2022,0,0
"22-710",2022,0,0
"22-7100",2022,0,0
"22-7101",2022,0,0
"22-7102",2022,0,0
"22-7103",2022,0,0
"22-7104",2022,0,0
"22-7105",2022,0,0
"22-7106",2022,0,0
"22-7107",2022,0,0
"22-7108",2022,0,0
"22-7109",2022,0,0
"22-711",2022,0,0
"22-7110",2022,0,0
"22-7111",2022,0,0
"22-7112",2022,0,0
"22-7113",2022,0,0
"22-7114",2022,0,0
"22-7115",2022,0,0
"22-7116",2022,0,0
"22-7117",2022,0,0
"22-7118",2022,0,0
"22-7119",2022,0,0
"22-712",2022,0,0
"22-7120",2022,0,0
"22-7121",2022,0,0
"22-7122",2022,0,0
"22-7123",2022,0,0
"22-7124",2022,0,0
"22-7125",2022,0,0
"22-7126",2022,0,0
"22-7127",2022,0,0
"22-7128",2022,0,0
"22-7129",2022,0,0
"22-713",2022,0,0
"22-7130",2022,0,0
"22-7131",2022,0,0
"22-7132",2022,0,0
"22-7133",2022,0,0
"22-7134",2022,0,0
"22-7135",2022,0,0
"22-7136",2022,0,0
"22-7137",2022,0,0
"22-7138",2022,0,0
"22-7139",2022,0,0
"22-714",2022,6,0
"22-7140",2022,0,0
"22-7141",2022,0,0
"22-7142",2022,0,0
"22-7143",2022,0,0
"22-7144",2022,0,0
"22-7145",2022,0,0
"22-7146",2022,0,0
"22-7147",2022,0,0
"22-7148",2022,0,0
"22-7149",2022,0,0
"22-715",2022,2,0
"22-7150",2022,0,0
"22-7151",2022,0,0
"22-7152",2022,0,0
"22-7153",2022,0,0
"22-7154",2022,0,0
"22-7155",2022,0,0
"22-7156",2022,0,0
"22-7157",2022,0,0
"22-7158",2022,0,0
"22-7159",2022,0,0
"22-716",2022,0,0
"22-7160",2022,0,0
"22-7161",2022,0,0
"22-7162",2022,0,0
"22-7163",2022,0,0
"22-7164",2022,0,0
"22-7165",2022,0,0
"22-7166",2022,0,0
"22-7167",2022,0,0
"22-7168",2022,0,0
"22-7169",2022,0,0
"22-717",2022,1,0
"22-7170",2022,0,0
"22-7171",2022,0,0
"22-7172",2022,0,0
"22-7173",2022,0,0
"22-7174",2022,0,0
"22-7175",2022,0,0
"22-7176",2022,0,0
"22-7177",2022,0,0
"22-7178",2022,0,0
"22-7179",2022,0,0
"22-718",2022,0,0
"22-7180",2022,0,0
"22-7181",2022,0,0
"22-7182",2022,0,0
"22-7183",2022,0,0
"22-7184",2022,0,0
"22-7185",2022,0,0
"22-7186",2022,0,0
