"docket_number","filing_year","total_amici","petition_granted"
"22-5237",2022,0,0
"22-5238",2022,0,0
"22-5239",2022,0,0
"22-524",2022,2,0
"22-5240",2022,0,0
"22-5241",2022,0,0
"22-5242",2022,0,0
"22-5243",2022,0,0
"22-5244",2022,0,0
"22-5245",2022,0,0
"22-5246",2022,0,0
"22-5247",2022,0,0
"22-5248",2022,0,0
"22-5249",2022,0,0
"22-525",2022,0,0
"22-5250",2022,0,0
"22-5251",2022,0,0
"22-5252",2022,0,0
"22-5253",2022,0,0
"22-5254",2022,0,0
"22-5255",2022,0,0
"22-5256",2022,0,0
"22-5257",2022,0,0
"22-5258",2022,0,0
"22-5259",2022,0,0
"22-526",2022,0,0
"22-5260",2022,0,0
"22-5261",2022,0,0
"22-5262",2022,0,0
"22-5263",2022,0,0
"22-5264",2022,0,0
"22-5265",2022,0,0
"22-5266",2022,0,0
"22-5267",2022,0,0
"22-5268",2022,0,0
"22-5269",2022,0,0
"22-527",2022,0,0
"22-5270",2022,0,0
"22-5271",2022,0,0
"22-5272",2022,0,0
"22-5273",2022,0,0
"22-5274",2022,0,0
"22-5275",2022,0,0
"22-5276",2022,0,0
"22-5277",2022,0,0
"22-5278",2022,0,0
"22-5279",2022,0,0
"22-528",2022,0,0
"22-5280",2022,0,0
"22-5281",2022,0,0
"22-5282",2022,0,0
"22-5283",2022,0,0
"22-5284",2022,0,0
"22-5285",2022,0,0
"22-5286",2022,0,0
"22-5287",2022,0,0
"22-5288",2022,0,0
"22-5289",2022,0,0
"22-529",2022,14,1
"22-5290",2022,0,0
"22-5291",2022,0,0
"22-5292",2022,0,0
"22-5293",2022,0,0
"22-5294",2022,0,0
"22-5295",2022,0,0
"22-5296",2022,0,0
"22-5297",2022,0,0
"22-5298",2022,0,0
"22-5299",2022,0,0
"22-53",2022,0,0
"22-530",2022,0,0
"22-5300",2022,0,0
"22-5301",2022,0,0
"22-5302",2022,0,0
"22-5303",2022,0,0
"22-5304",2022,0,0
"22-5305",2022,0,0
"22-5306",2022,0,0
"22-5307",2022,0,0
"22-5308",2022,0,0
"22-5309",2022,0,0
"22-531",2022,0,0
"22-5310",2022,0,0
"22-5311",2022,0,0
"22-5312",2022,0,0
"22-5313",2022,0,0
"22-5314",2022,0,0
"22-5315",2022,0,0
"22-5316",2022,0,0
"22-5317",2022,0,0
"22-5318",2022,0,0
"22-5319",2022,0,0
"22-532",2022,0,0
"22-5320",2022,0,0
"22-5321",2022,0,0
"22-5322",2022,0,0
"22-5323",2022,0,0
"22-5324",2022,0,0
"22-5325",2022,0,0
"22-5326",2022,0,0
"22-5327",2022,0,0
"22-5328",2022,0,0
"22-5329",2022,0,0
"22-533",2022,1,0
"22-5330",2022,0,0
"22-5331",2022,0,0
"22-5332",2022,0,0
"22-5333",2022,0,0
"22-5334",2022,0,0
"22-5335",2022,0,0
"22-5336",2022,0,0
"22-5337",2022,0,0
"22-5338",2022,0,0
"22-5339",2022,0,0
"22-534",2022,1,0
"22-5340",2022,0,0
"22-5341",2022,0,0
"22-5342",2022,0,0
"22-5343",2022,0,0
"22-5344",2022,0,0
"22-5345",2022,0,0
"22-5346",2022,0,0
"22-5347",2022,0,0
"22-5348",2022,0,0
"22-5349",2022,0,0
"22-535",2022,30,1
"22-5350",2022,0,0
"22-5351",2022,0,0
"22-5352",2022,0,0
"22-5353",2022,0,0
"22-5354",2022,0,0
"22-5355",2022,0,0
"22-5356",2022,0,0
"22-5357",2022,0,0
"22-5358",2022,0,0
"22-5359",2022,0,0
"22-536",2022,0,0
"22-5360",2022,0,0
"22-5361",2022,0,0
"22-5362",2022,0,0
"22-5363",2022,0,0
"22-5364",2022,0,0
"22-5365",2022,0,0
"22-5366",2022,0,0
"22-5367",2022,0,0
"22-5368",2022,0,0
"22-5369",2022,0,0
"22-537",2022,0,0
"22-5370",2022,0,0
"22-5371",2022,0,0
"22-5372",2022,0,0
"22-5373",2022,0,0
"22-5374",2022,0,0
"22-5375",2022,0,0
"22-5376",2022,0,0
"22-5377",2022,0,0
"22-5378",2022,0,0
"22-5379",2022,0,0
"22-538",2022,0,0
"22-5380",2022,0,0
"22-5381",2022,0,0
"22-5382",2022,0,0
"22-5383",2022,0,0
"22-5384",2022,0,0
"22-5385",2022,0,0
"22-5386",2022,0,0
"22-5387",2022,0,0
"22-5388",2022,0,0
"22-5389",2022,0,0
"22-539",2022,3,0
"22-5390",2022,0,0
"22-5391",2022,0,0
"22-5392",2022,0,0
"22-5393",2022,0,0
"22-5394",2022,0,0
"22-5395",2022,0,0
"22-5396",2022,0,0
"22-5397",2022,0,0
"22-5398",2022,0,0
"22-5399",2022,0,0
"22-54",2022,0,0
"22-540",2022,0,0
"22-5400",2022,0,0
"22-5401",2022,0,0
"22-5402",2022,0,0
"22-5403",2022,0,0
"22-5404",2022,0,0
"22-5405",2022,0,0
"22-5406",2022,0,0
"22-5407",2022,0,0
"22-5408",2022,0,0
"22-5409",2022,0,0
"22-541",2022,0,0
"22-5410",2022,0,0
"22-5411",2022,0,0
"22-5412",2022,0,0
"22-5413",2022,0,0
"22-5414",2022,0,0
"22-5415",2022,0,0
"22-5416",2022,0,0
"22-5417",2022,0,0
"22-5418",2022,0,0
"22-5419",2022,0,0
"22-542",2022,0,0
"22-5420",2022,0,0
"22-5421",2022,0,0
"22-5422",2022,0,0
"22-5423",2022,0,0
"22-5424",2022,0,0
"22-5425",2022,0,0
"22-5426",2022,0,0
"22-5427",2022,0,0
"22-5428",2022,0,0
"22-5429",2022,0,0
"22-543",2022,2,0
"22-5430",2022,0,0
"22-5431",2022,0,0
"22-5432",2022,0,0
"22-5433",2022,0,0
"22-5434",2022,0,0
"22-5435",2022,0,0
"22-5436",2022,0,0
"22-5437",2022,0,0
"22-5438",2022,0,0
"22-5439",2022,0,0
"22-544",2022,0,0
"22-5440",2022,0,0
"22-5441",2022,0,0
"22-5442",2022,0,0
"22-5443",2022,0,0
"22-5444",2022,0,0
"22-5445",2022,0,0
"22-5446",2022,0,0
"22-5447",2022,0,0
"22-5448",2022,0,0
"22-5449",2022,0,0
"22-545",2022,0,0
"22-5450",2022,0,0
"22-5451",2022,0,0
"22-5452",2022,0,0
"22-5453",2022,0,0
"22-5454",2022,0,0
"22-5455",2022,0,0
"22-5456",2022,0,0
"22-5457",2022,0,0
"22-5458",2022,0,0
"22-5459",2022,0,0
"22-546",2022,0,0
"22-5460",2022,0,0
"22-5461",2022,0,0
"22-5462",2022,0,0
"22-5463",2022,0,0
"22-5464",2022,0,0
"22-5465",2022,0,0
"22-5466",2022,0,0
"22-5467",2022,0,0
"22-5468",2022,0,0
"22-5469",2022,0,0
"22-547",2022,0,0
"22-5470",2022,0,0
"22-5471",2022,0,0
"22-5472",2022,0,0
"22-5473",2022,0,0
"22-5474",2022,0,0
"22-5475",2022,0,0
"22-5476",2022,0,0
"22-5477",2022,0,0
"22-5478",2022,0,0
"22-5479",2022,0,0
"22-548",2022,0,0
"22-5480",2022,0,0
"22-5481",2022,0,0
"22-5482",2022,0,0
"22-5483",2022,0,0
"22-5484",2022,0,0
"22-5485",2022,0,0
"22-5486",2022,0,0
"22-5487",2022,0,0
"22-5488",2022,0,0
"22-5489",2022,0,0
"22-549",2022,0,0
"22-5490",2022,0,0
"22-5491",2022,0,0
"22-5492",2022,0,0
"22-5493",2022,0,0
"22-5494",2022,0,0
"22-5495",2022,0,0
"22-5496",2022,0,0
"22-5497",2022,0,0
"22-5498",2022,0,0
"22-5499",2022,0,0
"22-55",2022,0,0
"22-550",2022,0,0
"22-5500",2022,0,0
"22-5501",2022,0,0
"22-5502",2022,0,0
"22-5503",2022,0,0
"22-5504",2022,0,0
"22-5505",2022,0,0
"22-5506",2022,0,0
"22-5507",2022,0,0
"22-5508",2022,0,0
"22-5509",2022,0,0
"22-551",2022,0,0
"22-5510",2022,0,0
"22-5511",2022,0,0
"22-5512",2022,0,0
"22-5513",2022,0,0
"22-5514",2022,0,0
"22-5515",2022,0,0
"22-5516",2022,0,0
"22-5517",2022,0,0
"22-5518",2022,0,0
"22-5519",2022,0,0
"22-552",2022,0,0
"22-5520",2022,0,0
"22-5521",2022,0,0
"22-5522",2022,0,0
"22-5523",2022,0,0
"22-5524",2022,0,0
"22-5525",2022,0,0
"22-5526",2022,0,0
"22-5527",2022,0,0
"22-5528",2022,0,0
"22-5529",2022,0,0
"22-553",2022,0,0
"22-5530",2022,0,0
"22-5531",2022,0,0
"22-5532",2022,0,0
"22-5533",2022,0,0
"22-5534",2022,0,0
"22-5535",2022,0,0
"22-5536",2022,0,0
"22-5537",2022,0,0
"22-5538",2022,0,0
"22-5539",2022,0,0
"22-554",2022,4,0
"22-5540",2022,0,0
"22-5541",2022,0,0
"22-5542",2022,0,0
"22-5543",2022,0,0
"22-5544",2022,0,0
"22-5545",2022,0,0
"22-5546",2022,0,0
"22-5547",2022,0,0
"22-5548",2022,0,0
"22-5549",2022,0,0
"22-555",2022,82,1
"22-5550",2022,0,0
"22-5551",2022,0,0
"22-5552",2022,0,0
"22-5553",2022,0,0
"22-5554",2022,0,0
"22-5555",2022,0,0
"22-5556",2022,0,0
"22-5557",2022,0,0
"22-5558",2022,0,0
"22-5559",2022,0,0
"22-556",2022,1,0
"22-5560",2022,0,0
"22-5561",2022,0,0
"22-5562",2022,0,0
"22-5563",2022,0,0
"22-5564",2022,0,0
"22-5565",2022,0,0
"22-5566",2022,0,0
"22-5567",2022,0,0
"22-5568",2022,0,0
"22-5569",2022,0,0
"22-557",2022,0,0
"22-5570",2022,0,0
"22-5571",2022,0,0
"22-5572",2022,0,0
"22-5573",2022,0,0
"22-5574",2022,0,0
"22-5575",2022,0,0
"22-5576",2022,0,0
"22-5577",2022,0,0
"22-5578",2022,0,0
"22-5579",2022,0,0
"22-558",2022,0,0
"22-5580",2022,0,0
"22-5581",2022,0,0
"22-5582",2022,0,0
"22-5583",2022,0,0
"22-5584",2022,0,0
"22-5585",2022,0,0
"22-5586",2022,0,0
"22-5587",2022,0,0
"22-5588",2022,0,0
"22-5589",2022,0,0
"22-559",2022,0,0
"22-5590",2022,0,0
"22-5591",2022,0,0
"22-5592",2022,0,0
"22-5593",2022,0,0
"22-5594",2022,0,0
"22-5595",2022,0,0
"22-5596",2022,0,0
"22-5597",2022,0,0
"22-5598",2022,0,0
"22-5599",2022,0,0
"22-56",2022,0,0
"22-560",2022,0,0
"22-5600",2022,0,0
"22-5601",2022,0,0
"22-5602",2022,0,0
"22-5603",2022,0,0
"22-5604",2022,0,0
"22-5605",2022,0,0
"22-5606",2022,0,0
"22-5607",2022,0,0
"22-5608",2022,0,0
"22-5609",2022,0,0
"22-561",2022,1,0
"22-5610",2022,0,0
"22-5611",2022,0,0
"22-5612",2022,0,0
"22-5613",2022,0,0
"22-5614",2022,0,0
"22-5615",2022,0,0
"22-5616",2022,0,0
"22-5617",2022,0,0
"22-5618",2022,0,0
"22-5619",2022,0,0
"22-562",2022,3,0
"22-5620",2022,0,0
"22-5621",2022,0,0
"22-5622",2022,0,0
"22-5623",2022,0,0
"22-5624",2022,0,0
"22-5625",2022,0,0
"22-5626",2022,0,0
"22-5627",2022,0,0
"22-5628",2022,0,0
"22-5629",2022,0,0
"22-563",2022,0,0
"22-5630",2022,0,0
"22-5631",2022,0,0
"22-5632",2022,0,0
"22-5633",2022,0,0
"22-5634",2022,0,0
"22-5635",2022,0,0
"22-5636",2022,0,0
"22-5637",2022,0,0
"22-5638",2022,0,0
"22-5639",2022,0,0
"22-564",2022,4,0
"22-5640",2022,0,0
"22-5641",2022,0,0
"22-5642",2022,0,0
"22-5643",2022,0,0
"22-5644",2022,0,0
"22-5645",2022,0,0
"22-5646",2022,0,0
"22-5647",2022,0,0
"22-5648",2022,0,0
"22-5649",2022,0,0
"22-565",2022,0,0
"22-5650",2022,0,0
"22-5651",2022,0,0
"22-5652",2022,0,0
"22-5653",2022,0,0
"22-5654",2022,0,0
"22-5655",2022,0,0
"22-5656",2022,0,0
"22-5657",2022,0,0
"22-5658",2022,0,0
"22-5659",2022,0,0
"22-566",2022,3,0
"22-5660",2022,0,0
"22-5661",2022,0,0
"22-5662",2022,0,0
"22-5663",2022,0,0
"22-5664",2022,0,0
"22-5665",2022,0,0
"22-5666",2022,0,0
"22-5667",2022,0,0
"22-5668",2022,0,0
"22-5669",2022,0,0
"22-567",2022,0,0
"22-5670",2022,0,0
"22-5671",2022,0,0
"22-5672",2022,0,0
"22-5673",2022,0,0
"22-5674",2022,0,0
"22-5675",2022,0,0
"22-5676",2022,0,0
"22-5677",2022,0,0
"22-5678",2022,0,0
"22-5679",2022,0,0
"22-568",2022,0,0
"22-5680",2022,0,0
"22-5681",2022,0,0
"22-5682",2022,0,0
"22-5683",2022,0,0
"22-5684",2022,0,0
"22-5685",2022,0,0
"22-5686",2022,0,0
"22-5687",2022,0,0
"22-5688",2022,0,0
"22-5689",2022,0,0
"22-569",2022,0,0
"22-5690",2022,0,0
"22-5691",2022,0,0
"22-5692",2022,0,0
"22-5693",2022,0,0
"22-5694",2022,0,0
"22-5695",2022,0,0
"22-5696",2022,0,0
"22-5697",2022,0,0
"22-5698",2022,0,0
"22-5699",2022,0,0
"22-57",2022,0,0
"22-570",2022,0,0
"22-5700",2022,0,0
"22-5701",2022,0,0
"22-5702",2022,0,0
"22-5703",2022,0,0
"22-5704",2022,0,0
"22-5705",2022,0,0
"22-5706",2022,0,0
"22-5707",2022,0,0
"22-5708",2022,0,0
"22-5709",2022,0,0
"22-571",2022,0,0
"22-5710",2022,0,0
"22-5711",2022,0,0
"22-5712",2022,0,0
"22-5713",2022,0,0
"22-5714",2022,0,0
"22-5715",2022,0,0
"22-5716",2022,0,0
"22-5717",2022,0,0
"22-5718",2022,0,0
"22-5719",2022,0,0
"22-572",2022,0,0
"22-5720",2022,0,0
"22-5721",2022,0,0
"22-5722",2022,0,0
"22-5723",2022,0,0
"22-5724",2022,0,0
"22-5725",2022,0,0
"22-5726",2022,0,0
"22-5727",2022,0,0
"22-5728",2022,0,0
"22-5729",2022,0,0
"22-573",2022,0,0
"22-5730",2022,0,0
"22-5731",2022,0,0
"22-5732",2022,0,0
"22-5733",2022,0,0
"22-5734",2022,0,0
"22-5735",2022,0,0
"22-5736",2022,0,0
"22-5737",2022,0,0
"22-5738",2022,0,0
"22-5739",2022,0,0
"22-574",2022,0,0
"22-5740",2022,0,0
"22-5741",2022,0,0
"22-5742",2022,0,0
"22-5743",2022,0,0
"22-5744",2022,0,0
"22-5745",2022,0,0
"22-5746",2022,0,0
"22-5747",2022,0,0
"22-5748",2022,0,0
"22-5749",2022,0,0
"22-575",2022,0,0
"22-5750",2022,0,0
"22-5751",2022,0,0
"22-5752",2022,0,0
"22-5753",2022,0,0
"22-5754",2022,0,0
"22-5755",2022,0,0
"22-5756",2022,0,0
"22-5757",2022,0,0
"22-5758",2022,0,0
"22-5759",2022,0,0
"22-576",2022,1,0
"22-5760",2022,0,0
"22-5761",2022,0,0
"22-5762",2022,0,0
"22-5763",2022,0,0
"22-5764",2022,0,0
"22-5765",2022,0,0
"22-5766",2022,0,0
"22-5767",2022,0,0
"22-5768",2022,0,0
"22-5769",2022,0,0
"22-577",2022,1,0
"22-5770",2022,0,0
"22-5771",2022,0,0
"22-5772",2022,0,0
"22-5773",2022,0,0
"22-5774",2022,0,0
"22-5775",2022,0,0
"22-5776",2022,0,0
"22-5777",2022,0,0
"22-5778",2022,0,0
"22-5779",2022,0,0
"22-578",2022,2,0
"22-5780",2022,0,0
"22-5781",2022,0,0
"22-5782",2022,0,0
"22-5783",2022,0,0
"22-5784",2022,0,0
"22-5785",2022,0,0
"22-5786",2022,0,0
"22-5787",2022,0,0
"22-5788",2022,0,0
"22-5789",2022,0,0
"22-579",2022,0,0
"22-5790",2022,0,0
"22-5791",2022,0,0
"22-5792",2022,0,0
"22-5793",2022,0,0
"22-5794",2022,0,0
"22-5795",2022,0,0
"22-5796",2022,0,0
"22-5797",2022,0,0
"22-5798",2022,0,0
"22-5799",2022,0,0
"22-58",2022,13,1
"22-580",2022,0,0
"22-5800",2022,0,0
"22-5801",2022,0,0
"22-5802",2022,0,0
"22-5803",2022,0,0
"22-5804",2022,0,0
"22-5805",2022,0,0
"22-5806",2022,0,0
"22-5807",2022,0,0
"22-5808",2022,0,0
"22-5809",2022,0,0
"22-581",2022,0,0
"22-5810",2022,0,0
"22-5811",2022,0,0
"22-5812",2022,0,0
"22-5813",2022,0,0
"22-5814",2022,0,0
"22-5815",2022,0,0
"22-5816",2022,0,0
"22-5817",2022,0,0
"22-5818",2022,0,0
"22-5819",2022,0,0
"22-582",2022,0,0
"22-5820",2022,0,0
"22-5821",2022,0,0
"22-5822",2022,0,0
"22-5823",2022,0,0
"22-5824",2022,0,0
"22-5825",2022,0,0
"22-5826",2022,0,0
"22-5827",2022,0,0
"22-5828",2022,0,0
"22-5829",2022,0,0
"22-583",2022,0,0
"22-5830",2022,0,0
"22-5831",2022,0,0
"22-5832",2022,0,0
"22-5833",2022,0,0
"22-5834",2022,0,0
"22-5835",2022,0,0
"22-5836",2022,0,0
"22-5837",2022,0,0
"22-5838",2022,0,0
"22-5839",2022,0,0
"22-584",2022,0,0
"22-5840",2022,0,0
"22-5841",2022,0,0
"22-5842",2022,0,0
"22-5843",2022,0,0
"22-5844",2022,0,0
"22-5845",2022,0,0
"22-5846",2022,0,0
"22-5847",2022,0,0
"22-5848",2022,0,0
"22-5849",2022,0,0
"22-585",2022,15,1
"22-5850",2022,0,0
"22-5851",2022,0,0
"22-5852",2022,0,0
"22-5853",2022,0,0
"22-5854",2022,0,0
"22-5855",2022,0,0
"22-5856",2022,0,0
"22-5857",2022,0,0
"22-5858",2022,0,0
"22-5859",2022,0,0
"22-586",2022,0,0
"22-5860",2022,0,0
"22-5861",2022,0,0
"22-5862",2022,0,0
"22-5863",2022,0,0
"22-5864",2022,0,0
"22-5865",2022,0,0
"22-5866",2022,0,0
"22-5867",2022,0,0
"22-5868",2022,0,0
"22-5869",2022,0,0
"22-587",2022,0,0
"22-5870",2022,0,0
"22-5871",2022,0,0
"22-5872",2022,0,0
"22-5873",2022,0,0
"22-5874",2022,0,0
"22-5875",2022,0,0
"22-5876",2022,0,0
"22-5877",2022,0,0
"22-5878",2022,0,0
"22-5879",2022,0,0
"22-588",2022,0,0
"22-5880",2022,0,0
"22-5881",2022,0,0
"22-5882",2022,0,0
"22-5883",2022,0,0
"22-5884",2022,0,0
"22-5885",2022,0,0
"22-5886",2022,0,0
"22-5887",2022,0,0
"22-5888",2022,0,0
"22-5889",2022,0,0
"22-589",2022,0,0
"22-5890",2022,0,0
"22-5891",2022,1,0
"22-5892",2022,0,0
"22-5893",2022,0,0
"22-5894",2022,0,0
"22-5895",2022,0,0
"22-5896",2022,0,0
"22-5897",2022,0,0
"22-5898",2022,0,0
"22-5899",2022,0,0
"22-59",2022,0,0
"22-590",2022,0,0
"22-5900",2022,0,0
"22-5901",2022,0,0
"22-5902",2022,0,0
"22-5903",2022,0,0
"22-5904",2022,0,0
"22-5905",2022,0,0
"22-5906",2022,0,0
"22-5907",2022,0,0
"22-5908",2022,0,0
"22-5909",2022,0,0
"22-591",2022,0,0
"22-5910",2022,0,0
"22-5911",2022,0,0
"22-5912",2022,0,0
"22-5913",2022,0,0
"22-5914",2022,0,0
"22-5915",2022,0,0
"22-5916",2022,0,0
"22-5917",2022,0,0
"22-5918",2022,0,0
"22-5919",2022,0,0
"22-592",2022,9,1
"22-5920",2022,0,0
"22-5921",2022,0,0
"22-5922",2022,0,0
"22-5923",2022,0,0
"22-5924",2022,0,0
"22-5925",2022,0,0
"22-5926",2022,0,0
"22-5927",2022,0,0
"22-5928",2022,0,0
"22-5929",2022,0,0
"22-593",2022,0,0
"22-5930",2022,0,0
"22-5931",2022,0,0
"22-5932",2022,0,0
"22-5933",2022,0,0
"22-5934",2022,0,0
"22-5935",2022,0,0
"22-5936",2022,0,0
"22-5937",2022,0,0
"22-5938",2022,0,0
"22-5939",2022,0,0
"22-594",2022,3,0
"22-5940",2022,0,0
"22-5941",2022,0,0
"22-5942",2022,0,0
"22-5943",2022,0,0
"22-5944",2022,0,0
"22-5945",2022,0,0
"22-5946",2022,0,0
"22-5947",2022,0,0
"22-5948",2022,0,0
"22-5949",2022,0,0
"22-595",2022,2,0
"22-5950",2022,0,0
"22-5951",2022,0,0
"22-5952",2022,0,0
"22-5953",2022,0,0
"22-5954",2022,0,0
"22-5955",2022,0,0
"22-5956",2022,0,0
"22-5957",2022,0,0
"22-5958",2022,0,0
"22-5959",2022,0,0
"22-596",2022,0,0
"22-5960",2022,0,0
"22-5961",2022,0,0
"22-5962",2022,0,0
"22-5963",2022,0,0
"22-5964",2022,0,0
"22-5965",2022,0,0
"22-5966",2022,0,0
"22-5967",2022,0,0
"22-5968",2022,0,0
"22-5969",2022,0,0
"22-597",2022,0,0
"22-5970",2022,0,0
"22-5971",2022,0,0
"22-5972",2022,0,0
"22-5973",2022,0,0
"22-5974",2022,0,0
"22-5975",2022,0,0
"22-5976",2022,0,0
"22-5977",2022,0,0
"22-5978",2022,0,0
"22-5979",2022,0,0
"22-598",2022,1,0
"22-5980",2022,0,0
"22-5981",2022,0,0
"22-5982",2022,0,0
"22-5983",2022,0,0
"22-5984",2022,0,0
"22-5985",2022,0,0
"22-5986",2022,0,0
"22-5987",2022,0,0
"22-5988",2022,0,0
"22-5989",2022,0,0
"22-599",2022,0,0
"22-5990",2022,0,0
"22-5991",2022,0,0
"22-5992",2022,0,0
"22-5993",2022,0,0
"22-5994",2022,0,0
"22-5995",2022,0,0
"22-5996",2022,0,0
"22-5997",2022,0,0
"22-5998",2022,0,0
"22-5999",2022,0,0
"22-6",2022,0,0
"22-60",2022,3,0
"22-600",2022,0,0
"22-6000",2022,0,0
"22-6001",2022,0,0
"22-6002",2022,0,0
"22-6003",2022,0,0
"22-6004",2022,0,0
"22-6005",2022,0,0
"22-6006",2022,0,0
"22-6007",2022,0,0
"22-6008",2022,0,0
"22-6009",2022,0,0
"22-601",2022,2,0
"22-6010",2022,0,0
"22-6011",2022,0,0
"22-6012",2022,0,0
"22-6013",2022,0,0
"22-6014",2022,0,0
"22-6015",2022,0,0
"22-6016",2022,0,0
"22-6017",2022,0,0
"22-6018",2022,0,0
"22-6019",2022,0,0
"22-602",2022,0,0
"22-6020",2022,0,0
"22-6021",2022,0,0
"22-6022",2022,0,0
"22-6023",2022,0,0
"22-6024",2022,0,0
"22-6025",2022,0,0
"22-6026",2022,0,0
"22-6027",2022,0,0
"22-6028",2022,0,0
"22-6029",2022,0,0
"22-603",2022,0,0
"22-6030",2022,0,0
"22-6031",2022,0,0
"22-6032",2022,0,0
"22-6033",2022,0,0
"22-6034",2022,0,0
"22-6035",2022,0,0
"22-6036",2022,0,0
"22-6037",2022,0,0
"22-6038",2022,0,0
"22-6039",2022,0,0
"22-604",2022,0,0
"22-6040",2022,0,0
"22-6041",2022,0,0
"22-6042",2022,0,0
"22-6043",2022,0,0
"22-6044",2022,0,0
"22-6045",2022,0,0
"22-6046",2022,0,0
"22-6047",2022,0,0
"22-6048",2022,0,0
"22-6049",2022,0,0
"22-605",2022,0,0
"22-6050",2022,0,0
"22-6051",2022,0,0
"22-6052",2022,0,0
"22-6053",2022,0,0
"22-6054",2022,0,0
"22-6055",2022,0,0
"22-6056",2022,0,0
"22-6057",2022,0,0
"22-6058",2022,0,0
"22-6059",2022,0,0
"22-606",2022,0,0
"22-6060",2022,0,0
"22-6061",2022,0,0
"22-6062",2022,0,0
"22-6063",2022,0,0
"22-6064",2022,0,0
"22-6065",2022,0,0
"22-6066",2022,0,0
"22-6067",2022,0,0
"22-6068",2022,0,0
"22-6069",2022,0,0
"22-607",2022,0,0
"22-6070",2022,0,0
"22-6071",2022,0,0
"22-6072",2022,0,0
"22-6073",2022,0,0
"22-6074",2022,0,0
"22-6075",2022,0,0
"22-6076",2022,0,0
"22-6077",2022,0,0
"22-6078",2022,0,0
"22-6079",2022,0,0
"22-608",2022,0,0
"22-6080",2022,0,0
"22-6081",2022,0,0
"22-6082",2022,0,0
"22-6083",2022,0,0
"22-6084",2022,0,0
"22-6085",2022,0,0
"22-6086",2022,0,0
"22-6087",2022,0,0
"22-6088",2022,0,0
"22-6089",2022,0,0
"22-609",2022,0,0
"22-6090",2022,0,0
"22-6091",2022,0,0
"22-6092",2022,0,0
"22-6093",2022,0,0
"22-6094",2022,0,0
"22-6095",2022,0,0
"22-6096",2022,0,0
"22-6097",2022,0,0
"22-6098",2022,0,0
"22-6099",2022,0,0
"22-61",2022,0,0
"22-610",2022,0,0
"22-6100",2022,0,0
"22-6101",2022,0,0
"22-6102",2022,0,0
"22-6103",2022,0,0
"22-6104",2022,0,0
"22-6105",2022,0,0
"22-6106",2022,0,0
"22-6107",2022,0,0
"22-6108",2022,0,0
"22-6109",2022,0,0
"22-611",2022,12,1
"22-6110",2022,0,0
"22-6111",2022,0,0
"22-6112",2022,0,0
"22-6113",2022,0,0
"22-6114",2022,0,0
"22-6115",2022,0,0
"22-6116",2022,0,0
"22-6117",2022,0,0
"22-6118",2022,0,0
"22-6119",2022,0,0
"22-612",2022,0,0
"22-6120",2022,0,0
"22-6121",2022,0,0
"22-6122",2022,0,0
"22-6123",2022,0,0
"22-6124",2022,0,0
"22-6125",2022,0,0
"22-6126",2022,0,0
"22-6127",2022,0,0
"22-6128",2022,0,0
"22-6129",2022,0,0
"22-613",2022,0,0
"22-6130",2022,0,0
"22-6131",2022,0,0
"22-6132",2022,0,0
"22-6133",2022,0,0
"22-6134",2022,0,0
"22-6135",2022,0,0
"22-6136",2022,0,0
"22-6137",2022,0,0
"22-6138",2022,0,0
"22-6139",2022,0,0
"22-614",2022,1,0
"22-6140",2022,0,0
"22-6141",2022,0,0
"22-6142",2022,0,0
"22-6143",2022,0,0
"22-6144",2022,0,0
"22-6145",2022,0,0
"22-6146",2022,0,0
"22-6147",2022,0,0
"22-6148",2022,0,0
"22-6149",2022,0,0
"22-615",2022,0,0
"22-6150",2022,0,0
"22-6151",2022,0,0
"22-6152",2022,0,0
"22-6153",2022,0,0
"22-6154",2022,0,0
"22-6155",2022,0,0
"22-6156",2022,0,0
"22-6157",2022,0,0
"22-6158",2022,0,0
"22-6159",2022,0,0
"22-616",2022,2,0
"22-6160",2022,0,0
"22-6161",2022,0,0
"22-6162",2022,0,0
"22-6163",2022,0,0
"22-6164",2022,0,0
"22-6165",2022,0,0
"22-6166",2022,0,0
"22-6167",2022,0,0
"22-6168",2022,0,0
"22-6169",2022,0,0
"22-617",2022,0,0
"22-6170",2022,0,0
"22-6171",2022,0,0
"22-6172",2022,0,0
"22-6173",2022,0,0
"22-6174",2022,0,0
"22-6175",2022,0,0
"22-6176",2022,0,0
"22-6177",2022,0,0
"22-6178",2022,0,0
"22-6179",2022,0,0
"22-618",2022,0,0
"22-6180",2022,0,0
"22-6181",2022,0,0
"22-6182",2022,0,0
"22-6183",2022,0,0
"22-6184",2022,0,0
"22-6185",2022,0,0
"22-6186",2022,0,0
"22-6187",2022,0,0
"22-6188",2022,0,0
"22-6189",2022,0,0
"22-619",2022,0,0
"22-6190",2022,0,0
"22-6191",2022,0,0
"22-6192",2022,0,0
"22-6193",2022,0,0
"22-6194",2022,0,0
"22-6195",2022,0,0
"22-6196",2022,0,0
"22-6197",2022,0,0
"22-6198",2022,0,0
"22-6199",2022,0,0
"22-62",2022,0,0
"22-620",2022,0,0
"22-6200",2022,0,0
"22-6201",2022,0,0
"22-6202",2022,0,0
"22-6203",2022,0,0
"22-6204",2022,0,0
"22-6205",2022,0,0
"22-6206",2022,0,0
"22-6207",2022,0,0
"22-6208",2022,0,0
"22-6209",2022,0,0
"22-621",2022,0,0
"22-6210",2022,0,0
